model,condition,task,adherence,override_resistance,trial
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8333333333333334,,1179
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1180
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1181
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1182
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1183
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1184
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1185
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1186
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1187
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1188
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1189
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1190
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1191
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1192
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1193
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1194
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1195
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1196
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1197
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1198
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1199
mistralai/Mistral-7B-Instruct-v0.2,C5,T2,0.8,,1200
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,1
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,2
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,3
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,4
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,5
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,6
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,7
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,8
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,9
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,10
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,11
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,12
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,13
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,14
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,15
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,16
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,17
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,18
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,19
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,20
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,21
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,22
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,23
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,24
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,25
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,26
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,27
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,28
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,29
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,30
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,31
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,32
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,33
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,34
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,35
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,36
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,37
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,38
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,39
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,40
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,41
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,42
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,43
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,44
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,45
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,46
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,47
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,48
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,49
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,50
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,51
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,52
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,53
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,54
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,55
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,56
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,57
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,58
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,59
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,60
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,61
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,62
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,63
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,64
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,65
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,66
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,67
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,68
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,69
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,70
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,71
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,72
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,73
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,74
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,75
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,76
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,77
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,78
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,79
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,80
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,81
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,82
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,83
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,84
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,85
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,86
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,87
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,88
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,89
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,90
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,91
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,92
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,93
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,94
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,95
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,96
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,97
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,98
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,99
Qwen/Qwen2.5-7B-Instruct,C0,T1,1.0,,100
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,101
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,102
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,103
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,104
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,105
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,106
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,107
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,108
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,109
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,110
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,111
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,112
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,113
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,114
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,115
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,116
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,117
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,118
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,119
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,120
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,121
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,122
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,123
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,124
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,125
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,126
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,127
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,128
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,129
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,130
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,131
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,132
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,133
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,134
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,135
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,136
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,137
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,138
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,139
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,140
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,141
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,142
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,143
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,144
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,145
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,146
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,147
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,148
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,149
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,150
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,151
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,152
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,153
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,154
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,155
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,156
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,157
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,158
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,159
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,160
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,161
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,162
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,163
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,164
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,165
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,166
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,167
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,168
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,169
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,170
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,171
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,172
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,173
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,174
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,175
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,176
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,177
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,178
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,179
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,180
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,181
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,182
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,183
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,184
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,185
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,186
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,187
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,188
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,189
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,190
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,191
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,192
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,193
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,194
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,195
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,196
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,197
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,198
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,199
Qwen/Qwen2.5-7B-Instruct,C0,T2,1.0,,200
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,201
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,202
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,203
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,204
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,205
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,206
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,207
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,208
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,209
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,210
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,211
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.7,,212
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,213
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,214
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,215
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,216
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,217
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,218
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,219
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,220
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,221
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,222
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,223
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,224
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,225
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,226
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,227
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,228
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,229
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,230
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,231
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,232
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.7,,233
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,234
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,235
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,236
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,237
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,238
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,239
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,240
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.7,,241
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,242
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,243
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,244
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,245
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,246
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,247
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,248
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,249
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,250
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,251
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,252
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,253
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,254
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,255
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,256
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,257
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,258
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,259
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,260
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,261
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.5,,262
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,263
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,264
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,265
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,266
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,267
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,268
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,269
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,270
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.26666666666666666,,271
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,272
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,273
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,274
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,275
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,276
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,277
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,278
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.7,,279
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,280
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,281
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,282
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,283
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,284
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,285
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,286
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,287
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,288
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,289
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,290
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,291
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9333333333333333,,292
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,293
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.9,,294
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,295
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,296
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.6,,297
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,298
Qwen/Qwen2.5-7B-Instruct,C1,T1,0.8,,299
Qwen/Qwen2.5-7B-Instruct,C1,T1,1.0,,300
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,301
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,302
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,303
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,304
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,305
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9666666666666666,,306
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,307
Qwen/Qwen2.5-7B-Instruct,C1,T2,1.0,,308
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8333333333333334,,309
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7166666666666667,,310
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.35,,311
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.5333333333333333,,312
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,313
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,314
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,315
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.6,,316
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,317
Qwen/Qwen2.5-7B-Instruct,C1,T2,1.0,,318
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,319
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.5,,320
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,321
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,322
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,323
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7833333333333333,,324
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,325
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,326
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7166666666666667,,327
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,328
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9333333333333333,,329
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,330
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,331
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.95,,332
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,333
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,334
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,335
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.55,,336
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,337
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,338
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.5,,339
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,340
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8166666666666667,,341
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7666666666666667,,342
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.85,,343
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,344
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,345
Qwen/Qwen2.5-7B-Instruct,C1,T2,1.0,,346
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,347
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,348
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,349
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.5666666666666667,,350
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.6666666666666667,,351
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.5,,352
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.9,,353
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,354
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,355
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7666666666666667,,356
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,357
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,358
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.55,,359
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.6166666666666667,,360
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,361
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,362
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.55,,363
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,364
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,365
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.45,,366
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.6,,367
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,368
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,369
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,370
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,371
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.7,,372
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,373
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,374
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,375
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8333333333333334,,376
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,377
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,378
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8,,379
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.8666666666666666,,380
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.65,,381
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.75,,382
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.85,,383
Qwen/Qwen2.5-7B-Instruct,C1,T2,0.95,,384
